[로그 시작] 클라이언트 1 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression1.txt
[308번 수식 전송]: 7/1+6*6-2/4+1-9/4-10*7-3/3-9/2-2-3+4*4/4+10+10+2*2+6*2/2*1*1*9-4
[296번 결과 수신]: 14.38095238095238
[309번 수식 전송]: 10+1*3-6*5/4-1/2-4-1/5/7-7-9+3*6
[297번 결과 수신]: -34.51111111111111
[310번 수식 전송]: 4-3-2+9*10/7*8/8*2*5*9/9-2+4/1+2/9*6*3/2*10-6/2+8/4-5*1*7*3-6-3-9*9-10*2/6-1/7+7/6*4-1*8-7/4+10
[298번 결과 수신]: -9.163703703703703
[311번 수식 전송]: 2*1+2/6+10+5+5-4+4-2/7-8*8+10-8/10-6*8-9*6+2/8/5*10*5*4-5*8/8+9*9-4/10/5*1+6*4-2+1-6/3/5
[299번 결과 수신]: -34.89357638888888
[312번 수식 전송]: 2/6/8*4/7/7+7*3*5+2-5-2*9*8-6/1*10-4/2-9*5+8*7*1-10*7/8-6-9-5*1/6*10-4/5-2/9
[300번 결과 수신]: -46.41666666666667
[313번 수식 전송]: 7+5-2*9/1+2*2-5*3*4/4-3/3
[301번 결과 수신]: 132.63469387755103
[314번 수식 전송]: 3-5*7*8-3/3+9*5+5+8-5/8+9/10*9*7/9*10*8*4*9*1-6-10+7*4/1-6-1*2/10/5+8*7+8-9*2
[302번 결과 수신]: 79.15833333333333
[315번 수식 전송]: 2/9*8-9-1/6+2-6*4/3-7*10/8-5+6*2-3+4/5*8/7*9+4/10
[303번 결과 수신]: 342.7126984126984
[316번 수식 전송]: 1/9+10/6/2/10-9-5-7*5*3*7*10/7+3*9-8-10-10-1+8*7*5*9+6+1+7-4-3+9*8+8/9-1+8*1-6
[304번 결과 수신]: -31.984375
[317번 수식 전송]: 3-9+10-9*4*9+1*7*3/10*1/10-5/8-9*9-3*3/6-4*2/3/8*6-4-8+8*5-8/1*5*4+2/8/1-9-9*10+1-4-7
[305번 결과 수신]: 680.7666666666667
[318번 수식 전송]: 2/3+9+5+1+9/8*10+3/5+1/10-6-4+4-8*8+3*6*8+5/3*4/10-8+9
[306번 결과 수신]: 197.0
[319번 수식 전송]: 2-10+5-1/7+6-9*2*5+6-7/5/5-2+5*8+3+10+2/6/3-5-5-1+3*9-4+9+7+2/4/5*1*10/10-4*2*1*4+5
[307번 결과 수신]: -354.14285714285717
[320번 수식 전송]: 2-5+9*9-1-4-4-2-3+8*5-3/10
[308번 결과 수신]: 38.75
[321번 수식 전송]: 10+1+8+6*7*7+1-5-9-4+7*3+5*9+2-4/1/9*10+9*3*9-2+8*4/7*10/2/6*4/1*7+2-1/7*3-3*6*9-1-9/8+5*9+1-6*8
[309번 결과 수신]: 2.9714285714285715
[322번 수식 전송]: 5+10/9+6+6*7*7/2/8/1-7-9/8+5*5+1*7-7-3-10+5*1+4+2/6+3+9-6/1+5/3/7*1-9+6*8+3
[310번 결과 수신]: -44.988095238095234
[323번 수식 전송]: 3+3/8/3+7*9/9-1/3+1-4-9*2*1-3+6+2+6-2-1*7/4/8/3*2/8-8/8*8+2-8-5*3/2/10
[311번 결과 수신]: -26.232380952380943
[324번 수식 전송]: 5-8-4*3*1/1/4/7*6/9*6/7+5/3/6/6/3-7/6/8*10-8+9-1-8*3*10/1-9*9*6/6*10
[312번 결과 수신]: -126.10215419501134
[325번 수식 전송]: 6/2*3+6-3+3*6/1+9*2+9-4*6-8/3+1*8/3-9*10+8/4*6*4*10
[313번 결과 수신]: -18.0
[326번 수식 전송]: 1+7*9+9*3+8+6+6+8+9+4+7-1-10*9*4-7*1/10-9/5-8
[314번 결과 수신]: 17975.335
[327번 수식 전송]: 2*8/7/8/3/2-8-10+1-10+4*6-7*3-7/2+9/7
[315번 결과 수신]: -9.51031746031746
[328번 수식 전송]: 8/1/5*8-10/8*10+2/3-8-7/3/2+1+3/5
[316번 결과 수신]: 1535.0833333333333
[329번 수식 전송]: 6*7*10/5*6*3-3*1/4*3*5+3/5*7/7-6+3/10+5-5*1/1+5*5/2*4/2
[317번 결과 수신]: -645.665
[330번 수식 전송]: 7+2+8*4-8*5+6/3*4*7+8-1-10*6+5/7*1*2+9-2*7*8*9-10*8/4*4+10/6+1
[318번 결과 수신]: 103.28333333333335
[331번 수식 전송]: 10/2-3*10*7+7/1+1*5-1*8+9-3/2*4-6*7*7+3
[319번 결과 수신]: -29.211746031746024
[332번 수식 전송]: 10*1-3-9+8-9+7-4*10*1-10*5*9-10-10*5-5/8-7-6+10*1/5-9+2+7+8-10+3-4/2-8-9+3+7*6/3/10*6
[320번 결과 수신]: 103.7
[333번 수식 전송]: 10*1*8/4*9-2/1/10-10+1/5/9+6/2*4*5/6-9+6/2-8/5-2*2/5-9/10/7/4-4+7*5/1
[321번 결과 수신]: 542.6686507936507
[334번 수식 전송]: 1*3*2+4*10*5+5+1/9-8-1+10/5/6*9
[322번 결과 수신]: 91.9325396825397
[335번 수식 전송]: 4-3+3-8-3+8+10+8/5+4-2+4/4+8*5/8+8/4+4*10/6-8
[323번 결과 수신]: -16.9765625
[336번 수식 전송]: 5-8+9/2+2-7*1*2-7/4-1-3/8+5/4/2/7+8/4*5+5/9/5+6-8
[324번 결과 수신]: -1054.6877991937515
[337번 수식 전송]: 5+2+2/7+2-7-6+2+10*5/10/6-9-2+8-6
[325번 결과 수신]: 423.0
[338번 수식 전송]: 9/4-5+2*10*5*4*9/2-6-8-8/4*1/3*4/8/10-5+10/4*4+5/7-5/3-8/2/2+7+2/10/1+5*2+6-2+2+1
[326번 결과 수신]: -232.5
[339번 수식 전송]: 9+1-4+10-7/6*7+6*6+6
[327번 결과 수신]: -26.166666666666668
[328번 결과 수신]: -6.6
[340번 수식 전송]: 3*2+8-10-9*4-8*3/2+4+5-8/1/9-9+2*7-4*8-2+3/5+6-7
[329번 결과 수신]: 1520.6499999999999
[341번 수식 전송]: 6*5-6-1*4+8-6*5+8/3/3-9+5/1-1*2*8+5/4*1/7/9*3-4*3
[342번 수식 전송]: 6/10/8-10+6-6/9+10-1*3+5/9+2+7+7-7*1
[330번 결과 수신]: -1070.9047619047617
[331번 결과 수신]: -489.0
[343번 수식 전송]: 10-6/8+9/4/10+3+3-9-1*10/2*5-4/8-2*1-10*6+6*4*5*3+1-1-6/9*10+3-8*9*10-10+7/5+8
[344번 수식 전송]: 9-4/4-2-4*1+6*2+7*2+1+1/1/4/4+10-5/10-10*7+1*9/4/3*10/6-4+4
[332번 결과 수신]: -564.225
[333번 결과 수신]: 202.39007936507937
[345번 수식 전송]: 4/9+6-5/7/5*9-9/9-8-9*7/8-8*3/4/6*4*7+5/10+10-4*7+3*10*6
[334번 결과 수신]: 205.11111111111111
[346번 수식 전송]: 2+9+7-9-6-8/8+9*5/6*1/5/8-3*10/8*1-4+10+5+9*6*4+2*2+9+7*7+5/10*1+6/5*2+1+8/7-10
[347번 수식 전송]: 5-10/1-10+3-6+5*5/10/4+6/8-7*5*5+3/8*7+2+6*3/2/4/4/6*6/4-5+8/10-4+3/2/1/1*6-6
[335번 결과 수신]: 21.26666666666667
[336번 결과 수신]: -5.424603174603176
[348번 수식 전송]: 3+5*2/1*10+7/8-3*5*5*2/8/6+5*10/8-1/5*1*9*10/8*8-3+8
[337번 결과 수신]: -9.880952380952381
[349번 수식 전송]: 4-8+7/2*2/3-9-9/4/1*8-7/4+1+1/6/10*10+4+8+3+6+7+3-1-4+9/7/4-3-6*10+4/9/1+2+5*7-4+6/7/10-3/5*9-5-8*3*8-6
[338번 결과 수신]: 1809.4642857142858
[350번 수식 전송]: 1*9+9/6+2+6*8/7/7*6*6-8-3+1*1*8*10-1+3+5*10/4*2/6+10/9*3/4*1+4+9+5/7+8/6
[339번 결과 수신]: 49.83333333333333
[351번 수식 전송]: 6*3/7/5+4*2+5+10-10/6*10+10*3*5/4-1*3/5-1/4/10+10+9/7+6-2*1*10*4-1*10-8+8-10-8+7*9+2+8*4*8-6-9-3/9/2+6/4
[340번 결과 수신]: -65.28888888888889
[352번 수식 전송]: 1+2*2-7/2+2+2-2*4*9*10-4/5+1/4+3-10*8/1+1/6-1-1+6/5/1*2+5*6-10/9-9/10*10-9/2+8/8/10
[341번 결과 수신]: -33.051587301587304
[353번 수식 전송]: 5*7-9/8*7-10*7/8-8*9/9/2/3/10-8*2+3+5+7/8-1*2
[342번 결과 수신]: 11.963888888888889
[354번 수식 전송]: 2+4-10*8+4*10/5*4*9-7/2*10+10-6+7-2/7+1*1-1*2+5*5/7-5-4-4+1/1
[343번 결과 수신]: -445.2916666666667
[355번 수식 전송]: 4+7+6/10+10*9/3/9+5+9*4*9-5+5-7+8+3
[344번 결과 수신]: -30.1875
[356번 수식 전송]: 2*2*1+1/4*1/4-6-6/7-5*3*6/6-3
[345번 결과 수신]: 122.78373015873015
[357번 수식 전송]: 6*3/10+10+7*3*7*4-1+6+1/6/3/9*3+2/1/9
[346번 결과 수신]: 282.48035714285714
[358번 수식 전송]: 8/9*8+6-6+3/7+5+6*8*6-9/1-2/10*2*10*3/10-5-2*5/10+5/4/5+6-5-7+4/10+2/5*4
[347번 결과 수신]: -192.059375
[359번 수식 전송]: 4-8/6*3-9-6/3+1/5/5/2+2-7-6*10+5/10+4-9*7*10/8*9+1+10-5/8-1
[348번 결과 수신]: 94.0
[360번 수식 전송]: 1+6*1+9+2*4-10+9+10-6*9-4+1/7-3/2-7*4-7*3*6
[349번 결과 수신]: -240.7984126984127
[361번 수식 전송]: 5/9-3-2/10/6/1*4*8*10/4-4+2*7+4+1
[350번 결과 수신]: 138.81292517006804
[362번 수식 전송]: 4+9*3*8/3-3/7+9-9*5+6*5+10/5-7+1
[351번 결과 수신]: 260.34166666666664
[363번 수식 전송]: 2-2+9+5-1*7*9*5/2/7-9-3-6/3*8-5-5-5*1*5/3-10*1/10*5-2*2*8/3
[352번 결과 수신]: -775.9944444444444
[364번 수식 전송]: 2+7-5*10-10+1-6+5-6/6+8/6-1*6*5
[353번 결과 수신]: 9.116666666666667
[365번 수식 전송]: 2-8/4*4/2-1-6-8-5*8
[354번 결과 수신]: 180.2857142857143
[366번 수식 전송]: 1+9/4+4-9*4-1*3*10/2/3-1*6/6-10-6*4-6*2+6
[355번 결과 수신]: 347.93333333333334
[367번 수식 전송]: 7+4*1-3/9*6/10+5*6/3*2+6/1-10*8-7-5*3
[356번 결과 수신]: -20.794642857142858
[368번 수식 전송]: 1*6+8-2+5-9+3*1*4-4*4/3-2/4-8-1*6*7*4-7-10-7+10-5*2-4-2*10+1/10+6
[357번 결과 수신]: 605.0407407407406
[369번 수식 전송]: 7+10+2-9-8/2-10+4*4+5+1+2-4-9/9/5+8-1+10+9
[358번 결과 수신]: 280.58968253968254
[370번 수식 전송]: 1+8-6/9+9+10+3/4-1+6/2+6+4+5-1/8*7+9*8/2+2*6-4*8-5-2-10+3-1-8+6-6*4-9*8/3+7+9/5*1-2/2+8/4*2+2/5
[359번 결과 수신]: -770.855
[371번 수식 전송]: 3-7/7/5/10*10-6*2+8-1*9/3*6+2*9-10*8*8/2/4-6+7*10*4*4*10-7-2/1+7*10+9+2/2
[360번 결과 수신]: -180.35714285714286
[372번 수식 전송]: 5*5+4+4*4-6*7*5/10*4-9+7/9/10*10+6/9+6*3/7/3*8-7/4-8*7/9/5/8+9-7-10-7-6*10
[361번 결과 수신]: 9.88888888888889
[373번 수식 전송]: 1+6/4/6+9+5+10-1+6-1+2/2-2+10*4-2+10-9*1*10*4/2+7-7*2+2+10*6*7-5+6/10-1-4/3/3
[362번 결과 수신]: 65.57142857142857
[374번 수식 전송]: 8*5-9*1-6*1-4+10*4+3*2-10/3-7-1
[363번 결과 수신]: -70.5
[375번 수식 전송]: 1+6*9/2*6/7*8+9-6/4*10/8+6
[364번 결과 수신]: -80.66666666666666
[376번 수식 전송]: 3/5*2/7/9+1/9/4-6-1/8+4+1+2+6/5+9/9/5+2+6-2/10-4*7*5+6*9
[365번 결과 수신]: -57.0
[377번 수식 전송]: 7*3+6-4+9+4-5*10-5/4*2+7/2*3+4/10*6*4-9/5+7/2+10-9/2-9/6-1/9-8*6*2-1-10-3*4+1/5-5+10+8/9
[366번 결과 수신]: -74.75
[378번 수식 전송]: 9+7+7+3-7-2/5-8+5-8*3/6+6/2*6*7/9+5+5+3/1/7/4*6+7
[367번 결과 수신]: -65.2
[379번 수식 전송]: 3+5+4+8/8+9/2+4-6*5-9+1-9+8+6-10/5-7+9/3-9*9*9+2/6/9+8*6*1+4
[368번 결과 수신]: -203.73333333333335
[380번 수식 전송]: 2-5*5*5-4/4/4+7/1/6*9-1+9-7-5/5+6*6+6*7/5/10-1*7+9-10-8-6*8-7/6/2*1/3/4+4-2+3/4/10+5/1-2*2+6+8-7-6/2
[369번 결과 수신]: 41.8
[381번 수식 전송]: 10*4/7/4-5-5*1/3/6*2*4*6/4*6/6+6
[370번 결과 수신]: 7.408333333333343
[382번 수식 전송]: 6+4/8-1/9/4*10/2*9-8-9+10*4-3*10/10+7+2*3*7+2-10*1-8/10*4*8-4*4*1-8-7-10-2/8/7-5-5-8/1*6*9/6*3-9
[371번 결과 수신]: 11183.8
[383번 수식 전송]: 7/1/7-10*1/2/8-3-3+5+7*8-1+6/10*4*5/7
[372번 결과 수신]: -116.60396825396825
[384번 수식 전송]: 8/9-1-6-8-7/6/5+2+1+2/2-2*3
[373번 결과 수신]: 305.40555555555557
[385번 수식 전송]: 7*10*5+1-4+9*10+8*7/2/7*7*8+5*8-1-1-4*5*4*5*2*1/10-1/3+6*8+1/4+3+4/1/9+3+3/7-3-6*6-7+4+8*9*3/10
[374번 결과 수신]: 55.666666666666664
[386번 수식 전송]: 3+9*3*3+5*4-10-6-4-8
[375번 결과 수신]: 199.26785714285714
[387번 수식 전송]: 9-6/2/9+10-4*6+2-8/2/4-3/3-3+4/1*6/10*1
[376번 결과 수신]: -75.87817460317461
[388번 수식 전송]: 6+2/7/9-4-8-9+8+9+6/9*3+4+10+3/9/3
[377번 결과 수신]: -103.72222222222221
[389번 수식 전송]: 4-9-8/7+8*9-9/9-5-7-9*3/10*5+6*8-2/5/8/6-7*1*5*6/1/10+5*9*10*3*10-7+9*5*5*4/9-9+10
[378번 결과 수신]: 43.24285714285715
[390번 수식 전송]: 7*5*3*7+8+9-6+6+5-7-8*10+10*3/8-6-7/7/6-2/7/7/3*6+2/4-2-4/1+7
[379번 결과 수신]: -694.4629629629629
[391번 수식 전송]: 1-7*7+2/8/2-10+6-4-1-8/9+1/2+6*10/2+9-2-8+1/2/4-1-1-2*5*7
[380번 결과 수신]: -132.88361111111112
[392번 수식 전송]: 2*6*1*4/3/5-1+3*8/9/4-2*5/3/4/2-4+5+8/8-4-5-10*5+1
[381번 결과 수신]: -0.9047619047619051
[393번 수식 전송]: 4*3/4*5-1/8*1+8*5-4/6-9/2-1/9*5+10*5/10*4-8/3+8-1+8*5*7*7*2/8*2*3-5-2+5+10-8/6-10*3+5+3*4-2+2
[382번 결과 수신]: -235.3857142857143
[394번 수식 전송]: 7-2+1-5*10*4-5/10-10/4/7/1*3-3*7*6+7*2+8*5/5-8-4-3*4/2+1*1/5/9
[383번 결과 수신]: 56.089285714285715
[395번 수식 전송]: 6*4/3*3*3-5-9-4+9-9-8*5/3-10/5/7/8/4-9
[384번 결과 수신]: -16.34444444444444
[396번 수식 전송]: 2-2/10/5-3/1+5*7/1-9+7/3*4+2-10*2/8+2+3*1-10+4-4/8*7*6+8/5+5/5*5*2*4/6*6-8/4/4-1+3-10*1-10-4-9*9/6
[385번 결과 수신]: 653.3896825396826
[397번 수식 전송]: 2-1+10+5-3+4+2+4-2+6*4
[386번 결과 수신]: 76
[398번 수식 전송]: 3-8-4+3+8-8-1/8+1+10*2-3*7-10*6-10+1/9-5
[387번 결과 수신]: -5.933333333333335
[388번 결과 수신]: 18.142857142857142
[399번 수식 전송]: 7/5-2-8/1/9*4*3+2-5/10/10/6*6-7*10/2*7-7/4/6/6+3/7*1/4-2/2+2*6/2/2-9-1/5*8/3+7/4-5-2/2*5-1-9*10-4/7
[389번 결과 수신]: 13660.34880952381
[400번 수식 전송]: 8*7-5*1-5/10/9*9*5+9/5*1/2-3+3*5*9-1+5+9*4-10-10
[390번 결과 수신]: 669.0017006802722
[401번 수식 전송]: 4+5+10-8-6+10-1-8*3-8-8-6*4*1-2-1*2*1-7+7+5*2-6-8/2+8-4/10+7*4/6/7*5+1/6+1+1-3+8+3/5/6-5+4
[391번 결과 수신]: -100.13888888888889
[402번 수식 전송]: 9/8-8*5*1+4-9-1+4*4+6*6-7/1-8/2+5-4*10+10+2*1/7/5-5*4/1/4+8-10-7-5*6+8*3-5/10-9+7+1
[392번 결과 수신]: -53.55
[403번 수식 전송]: 8*5/1+1+4/3-6+7+6+6*2*10*7-3+2+8-5/8/3+1
[393번 결과 수신]: 3007.152777777778
[404번 수식 전송]: 6/9/5-10-6/5-10+10-8+4+4/4*7-4
[394번 결과 수신]: -317.5492063492063
[405번 수식 전송]: 5-10+8-5-10-9-6+1+8+7-2+10+3*10*5*3/2-3-10/3-3+3+1/6/3/3+3/2/3+3-1-3+10+4/6+3/6/7+10*7/6/9/8/1
[395번 결과 수신]: 31.657738095238095
[406번 수식 전송]: 3-6+5*1+8/10+2-6-6*6/6/9-9
[396번 결과 수신]: 17.393333333333338
[407번 수식 전송]: 9/1-7*6-9-2*5+4-6*5-2-2*1/6/9/10
[397번 결과 수신]: 45
[408번 수식 전송]: 6-5+2-4+5/1*9-5+4*2/8+2-2/8+5/10/8+2+4*4-4-7*6*4+6-7/7+1*6*9*10
[398번 결과 수신]: -81.01388888888889
[409번 수식 전송]: 10-9*7/2-5+6-4-3*5-2/2/3*1+2*8*9*3-5-9-8-7*4/4+3+5*5/10
[399번 결과 수신]: -361.61289682539683
[410번 수식 전송]: 10/8*7/10*10+4+7/8/8/9/3*6+1+5/9-8
[400번 결과 수신]: 201.4
[411번 수식 전송]: 7*6+2-10-7-6-7/6+5*2+9+5*6/7*8/7+10/8/6-8/5-2+4-5-3+6/8+8/7+1+3+7/2-5+8*4-7*2+1
[401번 결과 수신]: -36.8
[412번 수식 전송]: 3+10+6*3/5-3*10-3*3-8+8/9*8/2-6-4*6+6-5+8+6-7/10+6*10+4*9-4/5/2*9/6
[402번 결과 수신]: -50.31785714285715
[413번 수식 전송]: 2-1+3+6+7-3*4/1+4/7+3+4-1+10-1-2/1/2-7/3/3+8-3/1/2*8+8*1*10*5+3*6*2-4-9/2/5/9/4/10/5*3
[403번 결과 수신]: 897.125
[414번 수식 전송]: 9-5+8/8+2-9-8+10/7+8/5/6-6-1+1+10-1-7-5+8+7*3/6*10*2/7+6*8+6+9-4/8-9-2/7+7/1+9-3*10*7/7+2+1
[404번 결과 수신]: -12.066666666666666
[415번 수식 전송]: 1+6*4/6-9+8/4*4+3*4+8+1-7+10*2*5*3+8+9*3/8/2*5+9*6*8*9-7*3+3/1-5+6+1+6-10/1/10/3+1/3
[405번 결과 수신]: 226.08531746031744
[416번 수식 전송]: 2*6*1*9*5*3/5+8-5/10/10-5+2*6-7+6*10/6/4+6+9/9-8/8*1-6+9-6/6-4-6+4*9*4+9/10*5/6/3*8+7/4+1*8
[406번 결과 수신]: -10.866666666666667
[417번 수식 전송]: 7*10-7/9*5+2-8-4+9/10*10-2-8*6-4-2/9*3*6-2*9/5+5-8-6+1-10-3*9-8/4+6
[407번 결과 수신]: -80.0037037037037
[418번 수식 전송]: 1-4-2-7-4+7+1/8*3/10-1*4*8*10-5*1-2/10+3-1-5*6-5-8-1*8/5+6/1/1/7/7-6+8+4-8/4/5*1+1
[408번 결과 수신]: 432.8125
[419번 수식 전송]: 7*6*4+7-1/1/8-5*9-4/9*5-10*2*5-6/6-9+7/2-2/9+4+4
[409번 결과 수신]: 368.6666666666667
[420번 수식 전송]: 3/10/6+8+9+1+5-3+10-4+8*4/10/8+3/7/3+1*9/8+10*1+10*9-2/1*1+6+7*5*1/3+8+1*8+6/6+1+5*1*5-8-2*6*1*1+3-3
[410번 결과 수신]: 6.329861111111111
[421번 수식 전송]: 6+6*2/10+7+3+5*10/8/6/1/1*5*4+6/1*1/7-1+10-6
[411번 결과 수신]: 59.73248299319728
[422번 수식 전송]: 3-7*6-3/6-7*3-2+6-6/6*8+5*1+9+3+8+3+5-2*4*7+4-10/2+6/8/1-2/6*5*9+8/7+7-9-1/5-9*3/5
[412번 결과 수신]: 52.855555555555554
[423번 수식 전송]: 10/10-7*3*3/6*6*6/4*5-1-1+3*3/4
[413번 결과 수신]: 446.79215079365076
[414번 결과 수신]: 42.90952380952382
[424번 수식 전송]: 8/7+4/6-2/4-8/1/8/4*2/1/7/4+5*2+6+5-2*2/1+2+1*10-4*5*6-6*4/9-9*4/9*6+1/5/1-7-4+10*7-1-6-1+10+4-2/5+6
[415번 결과 수신]: 4212.4375
[425번 수식 전송]: 6/3/1/4+10-5-8-7+1+9+10/5+2+4*6*5-10-10+7/9-4*3*6-10+1+3-1*6*2-1+6/7*4+8
[416번 결과 수신]: 488.2
[426번 수식 전송]: 8*10+6/3+5*4+7*5/8+2*5+7/8-9*6-3*7+2*2-10*7*2-6+2+10+5+7/9*10*4/6-5-5+6-4*5-8/8-10-5-10-9*1-4-6
[417번 결과 수신]: -37.48888888888889
[427번 수식 전송]: 9*4/1+4-3/1+9-1*2+2-5*1+5/2-8-3/6*6+10/3/10/2/10/7
[418번 결과 수신]: -370.04005102040816
[428번 수식 전송]: 1/4*7/3/6*8/8*1-6*3-4*8-6/1/9/2/7*2*4/1+3/5*7-5/8*8+1+6*8-8+6/2*4+10/7*5*7/10*5
[419번 결과 수신]: 28.93055555555555
[429번 수식 전송]: 6/2+4*9-5-9/8+4-10*3+10+4+4+3*2*9/6-8/7-9
[420번 결과 수신]: 166.3845238095238
[421번 결과 수신]: 41.890476190476186
[430번 수식 전송]: 8/6-7*3/2-7*4/4/2-2+7/9/3*3/8/9+10-2-9*4/8*10*6-9/9+3+1*9*3+7*6*8-8+9-10*7*3/7/3-10+8+1
[422번 결과 수신]: -109.20714285714287
[431번 수식 전송]: 3-1-3+3*8+9+3+5/4+9*7/9/2*5-6-6*4-1*5-5-5-6-6-5-1-3*5/2*6
[423번 결과 수신]: -471.25
[432번 수식 전송]: 3/10*5+8*8-5*10-5+3-6*7-5-5+7+10/7/10+9+6-3*10+1+4/5+1-4*3*10-10/6/10-4/10/10/7/7-1/6/5-4/10-7
[424번 결과 수신]: -45.57500000000001
[433번 수식 전송]: 5-8/1-2-3/6/8*7/6/2-9/10*10*8*9-10/8*6-7+5/8*5-1/7*4
[425번 결과 수신]: 25.7063492063492
[434번 수식 전송]: 9+10*6-2+9+5*6/7/2*9/4/8/8+1+5+6/5/10-7+3/3-6+9/1/1*3/6/4+5+10-10*8*10+4
[426번 결과 수신]: -146.5648148148148
[435번 수식 전송]: 9-10/10+2*3/8+2+6+10-2-4*10/3/4-4/10+2*2*9/5-1*10*5+3*7/9+6/6+9*8+5-1-2-10+3*2-3*9-2*1*5*2*2*4+2
[427번 결과 수신]: 32.50238095238095
[436번 수식 전송]: 4*4*1-7/5*7-6/7*10*1+5/9+5-7-3-7-1-5/4/3-10-7*6-4*4/9-8/6-4-7-2
[428번 결과 수신]: 26.916269841269845
[437번 수식 전송]: 7+3-3/9-6-8*7*5-9*10*6-10*8+1*2+8*8+8+3-6-10+6+5
[429번 결과 수신]: 23.732142857142854
[438번 수식 전송]: 6/7*1/4-2/3*9+8/10-10-3/10*5*2*6-7/6-9/9/6*7/3
[430번 결과 수신]: 78.34413580246911
[439번 수식 전송]: 4-3+3*2-7/10+9+3+1-4*3-3/8/5*2-4+3+1+4+7*8*8-3/9*3+7
[431번 결과 수신]: -54.25
[440번 수식 전송]: 5*8+3+1/3/9/6*2*6+8/2-1*7-4+6+6+6-5*2*8+8/8+8/2-6*5-5-7*5/1/8+7+9*10/3+6*9+10+7/6
[432번 결과 수신]: -171.15795918367348
[441번 수식 전송]: 9-3-7/5-2/1*4+7*8+3/3+9-4-8/7*5-4-7*7+7/4*7/9/5*2/6*7*7/6-9-2+9*8+8+5*2
[433번 결과 수신]: -664.9828869047619
[442번 수식 전송]: 10*7+2*7/8-1-2+4-10*4+9-8/7/7+10/2-10/7+7-7*8+1+1+7/6-2/10*7-1*10*4+2-9/5-6-6*7
[434번 결과 수신]: -709.6796651785714
[443번 수식 전송]: 4+6/6-8*5/4/10/4+2*5/7/9/10*10+5-6+7+9*2/4*1*5
[435번 결과 수신]: -133.45
[444번 수식 전송]: 6+3*2-7*9/8*1*5-5-6/3/6/10+4+9
[436번 결과 수신]: -83.34365079365078
[445번 수식 전송]: 8/3+8+7*10-6/10+1*10/9+3-10+7/1/7*2-2/2/2+10/4-5*6-6*10-10*10/8/8+6+9*4/5*8*5*1*10
[437번 결과 수신]: -824.3333333333333
[446번 수식 전송]: 2+1-2+6+9+7*10/8-6*1/7-10+3+5+2-5*10*1+8/1
[438번 결과 수신]: -34.54126984126984
[447번 수식 전송]: 2-4*6+9*1/5/5/2-7*7+5/6-5-7*8
[439번 결과 수신]: 465.15
[448번 수식 전송]: 6*4/1/6*5+5*5+9/4/5*2/2/9/2-3*9/2*3*3+8+9-10*1-7*4*8+2*7/7+2-6/5*2+4*10/3/6*1*2/1+3-8/8/10/8+8/10*2
[440번 결과 수신]: 41.86574074074074
[449번 수식 전송]: 6*6/5+10+3+7+9*2*1/9*10/7/6-4-8+5+3/6+5*7-4+2*5-3-1-5-8+5+9+1/4+3+7-4*1*4+2+8
[441번 결과 수신]: 79.62676366843033
[450번 수식 전송]: 1+7*6*6/3*3/1+6-7-5
[442번 결과 수신]: -89.87517006802722
[451번 수식 전송]: 5+2/9-6+10-7*8+2/2*2/10/8+9*10
[452번 수식 전송]: 4-8+2+10/3*1+1*10/7-3*1+8+3-9-9/8/5/9+9/1*2/1*4+10/3+2*10*10/7/5
[443번 결과 수신]: 33.40873015873016
[453번 수식 전송]: 2-8*7/9/2+6-6/4/8/8+5/10/10-1-2*2/9*2/2-10+6+4-2-8/3-7*8*6*8*7+1*10+5-1-5-3-8+3/2*10/7*5+9/7-9/3/10-2-2
[444번 결과 수신]: -19.40833333333333
[454번 수식 전송]: 2-3-5/5/4*10*3*10/2*5-1/5*2+1*10-6*3*10-10+5+4+5-4-10/3/6/7/1-10-1+10+8/8+5*3+9-7-5*5/5*3-4/1+6/3*5+1*8*5-9
[445번 결과 수신]: 2872.615277777778
[455번 수식 전송]: 3*8/6+7-5-2/8+9/7+7+2+4+2/10/4-2/7+6+2-2
[446번 결과 수신]: -18.107142857142858
[456번 수식 전송]: 9+7-5+5*6*7/2*9+2+3*5/7*6+6/6*1/6-2
[447번 결과 수신]: -130.98666666666668
[457번 수식 전송]: 9*4-3+7*9*7*10-10-1+2+8/1*2-6-2+1+8+6*7*4+2-7+10*3/4+6-7-2/7/10*2/2-6-10*1*4
[448번 결과 수신]: -282.8430555555555
[458번 수식 전송]: 7+5-7*9+3*2*2/1-5-7+4+8-6+3-10+2*10/4*10-3/1-10+3-4-1*1-4+3-6+10-6+5/3*10-6+7/2*1*9-6*9+7
[449번 결과 수신]: 63.42619047619047
[459번 수식 전송]: 5-8-2/7-7+6/10/5-1+3*1*7/5+2-4*1*2-10+9/9-3-10/8*6/2-8-1/6-1-3*9+7/5/7
[450번 결과 수신]: 247.0
[460번 수식 전송]: 10+2/9-8-4-4*9*7+7+6/7-5/3-4+6/6*6/1-5+8/4-6/5-6-6+7+6*8-4/7-2-9/2*10+4+9-9+3-3-2+8*9/4-7+1
[451번 결과 수신]: 43.24722222222222
[461번 수식 전송]: 3*5+9+2+5/7-10*4+4/7-5/6+3+2+3+3-6-3/4*2+2+9-2-7-1+2/7-9-6-10+9*2*6/2+6*7/10/3+3
