[로그 시작] 클라이언트 2 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression2.txt
[297번 결과 수신]: 50.79999999999999
[308번 수식 전송]: 10/6+6-4*7/3+3-2-4/10*10-3*1-5
[298번 결과 수신]: 144.12395833333335
[309번 수식 전송]: 3+5/7*5-9-3/1+8/4/8-6/1/8+4*8/6*5/7*1+5*9-10+8*10*10-6+6+3-3*2+8+1+7-6*8-5-8-3-9/2/1+10-8-6/8*3-1
[299번 결과 수신]: 373.2888888888889
[310번 수식 전송]: 8*3*5-2*3/8-1+4/9+9/3*8/10-4/10-2*9/1*2*8*2/2-9/7*8*1/5/7*3*8-5/4
[300번 결과 수신]: 93.1124855324074
[311번 수식 전송]: 3*3-7*9/4-1/5-1*10/10-2*9*4-10/5*1*9*10+10*5+8/10+8*4-3+1*7*4+4-6*9+3*5+7+5*9-3*7
[301번 결과 수신]: -22.530952380952385
[312번 수식 전송]: 4-7/7+4/2*10-9-1-4+2-9-10+2-6-2
[302번 결과 수신]: -42.12222222222222
[313번 수식 전송]: 10/6-6-4-1+7/1/7/3*6*1+10*3+7*8-3*9-5+9*8-10-2-7-3*10*4+10-5
[303번 결과 수신]: -99.49034741468604
[314번 수식 전송]: 4*8/10*8+5+4-10-4/8-5/4/6+8-4+3/6/6-9/1*1-5*5-8+3/7-8-8*8-2+8*6/3*1+2-1-1+6/5/2*1-10*8/6*5+10*3-6
[304번 결과 수신]: -933.6416666666667
[315번 수식 전송]: 1+1/9/7*10+10-4-10*6-5/7*10*9/10*4+10-1
[305번 결과 수신]: -497.5732804232804
[316번 수식 전송]: 4*4+6/9+1/3+1+2+10-6
[306번 결과 수신]: -1.094444444444445
[317번 수식 전송]: 1*8-5*6+9/9+1*2-9+2/7/2*4+8/1*5/10*6/4
[307번 결과 수신]: -648.8965773809524
[318번 수식 전송]: 4-2/7+10*3+7+9-6/9+3-4*2/1-1-9*7/9*2/5+1+4-7/10+4-6+5*3*1*8/4*9*8*3-4+9+1+2+4/9/7*5*10*6-9*5*6
[308번 결과 수신]: -12.666666666666668
[319번 수식 전송]: 7*2-7/6-7-9*8+3-3+3*5+5/10+5+1/1*2*7*3+4+10/1/5+2-1/9/10*1+10*4-9+3
[309번 결과 수신]: 776.1309523809524
[310번 결과 수신]: -175.60861678004534
[320번 수식 전송]: 7*2+9+1/5*4+5*9/3/8+9+10-5-1*4+8-9-3*10*7*2+5+5/9*2/2/4-6+6*3/4+7+7+1*9+6/6*2/3-3-5-3+6+10-6-2
[311번 결과 수신]: -156.14999999999998
[321번 수식 전송]: 1-8-10-10/6+7+5*8*5/6+10-6-6*9/6*6+2*1*8/6*4-10-2-5-9-2-10
[312번 결과 수신]: -14.0
[322번 수식 전송]: 5+10+8/1*10*3*3/2*3+2*2+1*9/4+3+9+5-9+2-2-6/10-10*5+10/5+5*6-2-1+6-4/4-6*7*6+3*2+6-9
[313번 결과 수신]: -15.333333333333329
[323번 수식 전송]: 5-3-6/4*5*8-5-10-10/5*10+2-4-7-8-9-6*5-8*6/9+10-9+9+1-6/6-6*3+10*1/8+6-8-4+5+8/9-7-1-3-10*8/9+10-4*2/3
[314번 결과 수신]: -113.66309523809525
[324번 수식 전송]: 10*10/10+5*5-3-10-7+3+1-6*4*9+2+8-5*9*2*9+9-7-6/8/8+4/9-10-10-2
[315번 결과 수신]: -69.55555555555556
[325번 수식 전송]: 6-6/7*8*7*8*7+8+7*1*4-10-10*7+4-9-6-4-2/7/2+8-5+3-5*8-9/5/1*1/5+1+4*4/3/10+9/5*1
[316번 결과 수신]: 24.0
[326번 수식 전송]: 1-10*4/9*8/6*5*7+1+8/9/8*8+3+6+9+9*7-2/6/8/8-2*10/3-8*2-6-1+5-8/4+8/8+1+3/6-9-7-5*3
[317번 결과 수신]: -21.428571428571427
[327번 수식 전송]: 9+10+3/7*8*1/10+4/9+6-2/2+4+7+2
[318번 결과 수신]: 6279.5952380952385
[328번 수식 전송]: 1-6/9/9-1-9/3-4*7/10-6/8*1-7+9-2+2-2/9
[319번 결과 수신]: 38.322222222222216
[329번 수식 전송]: 5+8/10+1-1*10*8+3*10-6+6/8*7+3*9*3-2-3/3+3/8-10+8+1-7*5/10/1/1+7-6-8/10/1*1*4/7/5+1+8*5
[320번 결과 수신]: -361.0194444444444
[330번 수식 전송]: 10/7*8-9*10*6+9/3+4/9/3*8+3+2*4*7-6/7/6/6-6/9+1*2-8+6
[321번 결과 수신]: -55.666666666666664
[331번 수식 전송]: 6-2/8-3+1-7/6+5+9/8*9-6+6+2/2*9+8+8*9+5+2*2-7/10*9/8*3+5+7/6*1*9/8/8+7+3-5/2+8+3+4-1+2-4
[322번 결과 수신]: 843.6500000000001
[332번 수식 전송]: 7+10-6-9+1-8*8*6/1*7+4/6/8-9/10/7+7/6+9
[323번 결과 수신]: -173.75
[333번 수식 전송]: 4/7-8/1-7/3-8/1*1+2/8/6*6+8+4*4*4*7-10/5/1+6-6*8*3*7-2+1-5+5-9-6-2+9*2*3*6/3*6
[324번 결과 수신]: -1016.6493055555555
[334번 수식 전송]: 10*6*9*9/6-7+2+2+3-8-4*9/3-4/1*2/10/2+5-4/2*9+4-5*1-8*2
[325번 결과 수신]: -2772.169523809524
[335번 수식 전송]: 9+10+9*1/9/9*3/4/7+1*4-4-4*7+5*2/4+4-3-3*6/7
[326번 결과 수신]: -178.69039351851856
[336번 수식 전송]: 9/8*3-4*1+4+2*6/5*6+3/9+4+5/5*7+9-9*10+1-10
[327번 결과 수신]: 37.787301587301585
[337번 수식 전송]: 4/2/8*6-5/5*4*10+7*2*3*1-5/5-7/10*2+5/1-10/10+2*1*3-9-9+5-5-1*2-10/9/5+7/9/1*1/5+6*3
[328번 결과 수신]: -4.846296296296296
[338번 수식 전송]: 7/2+3/1/2-5+6*10+9+7-5-2*3-8+3/10-10-8-4*2/2/3/3/4+8/8
[329번 결과 수신]: 71.83357142857142
[339번 수식 전송]: 1+1*7-4/5-9*5/5*3/4+8/3/9+7*2+3*5/5/1/4/3*3/2*1*3+4/9*4+6/10/10+6*1/7-10-8*6/1
[330번 결과 수신]: -466.07671957671954
[340번 수식 전송]: 2+10-6+3*8+1+4-9-3*6-2+1+9*10*2/9*5+1*6+1-8*4-2+10-9*5-9/4/10-7+10/8/10/5+10*3*3/4-4-3/1+1-1
[331번 결과 수신]: 138.00989583333333
[341번 수식 전송]: 2*6+2+4*10/6+6/2-3+10*8*10-1*10-10-3-4-9/7*8
[332번 결과 수신]: -2674.8785714285714
[342번 수식 전송]: 3+1/9-5-1-7-6-2+7+4/10+6-7*4/4/7-6/7-9*5-2+10/4-6+3-7/1/1+8*3*6*9+2-3+3/9*6/1
[333번 결과 수신]: 64.48809523809518
[343번 수식 전송]: 8+10-7/2+7/10-4*10*7/9/4/7+10/3-10/6
[334번 결과 수신]: 759.6
[344번 수식 전송]: 4/7*3/10-2+9-6*7*4/2+4/3-8+7+3*8/2*6+5-7/5-5*4/3/7/1/5/9*4/8/3*2/3+8
[335번 결과 수신]: -8.059523809523808
[345번 수식 전송]: 8+6/9-6*9+6/5/5/8*3/6+7*10*4
[336번 결과 수신]: -60.891666666666666
[346번 수식 전송]: 1+5+1*2/7-4*5*9+9*10+7-2-9/5+10-8-5+4+1/9+4/10
[337번 결과 수신]: 9.033333333333333
[347번 수식 전송]: 1/7/6*6*4+2+10/1+2-1+2+9*8*1/9*4*9+1-4-1*2/6*7+7/3+7*10+6*3/10*2-4*7/6-7+1+7/9+5-3/4*3+10
[338번 결과 수신]: 40.18888888888888
[348번 수식 전송]: 9/9/2+7*9/9+2/10/1/8*7/1/9/5+3+9+1/5-3/10*9+7*7*2*3+8*1+8+4*8+10-4*4*1-7/10/8+3/1/6*6+8/2/4-2*2-2
[339번 결과 수신]: -39.43378306878307
[349번 수식 전송]: 9+6*1-3-7*9+5-4*9+2-2+2+2+1/4-5*6
[340번 결과 수신]: 53.3
[350번 수식 전송]: 9-3/10/2+6+4+6+10*1/10+5*4-8/5/8-1*4+3/6/5-10+2/10+4/9/5+7+1/10+5-8+1-10-10*2*7+10+5+4-4+5/1+7+10*9*6-2-1*10*2
[341번 결과 수신]: 783.3809523809523
[351번 수식 전송]: 1+2+10/4+5-5/2*2*8+6/5/3*4-4*9-7-4-2-5+9-3+1*2+8+9*2*5/1-1-10/9-7-4+4*1*2*1*1-5*5+2+3*10*2
[342번 결과 수신]: 1236.1539682539683
[352번 수식 전송]: 5*1-6*10*4/7*10/10*3/4/5-10-5+10+4+7/5+5-7*6-7
[343번 결과 수신]: 15.755555555555555
[353번 수식 전송]: 3-1*7/5*8-5*8*8-9*9/3*4+5/2*9/10-1*3-2*1
[344번 결과 수신]: 7.102410346854793
[354번 수식 전송]: 3/2/3/9-3*6-7-9-1+2/1*5-7-6*7/1/4-8/3/2+4-3/2+3*3+3*3-10+6+10*6/2/1/10*2+1*1*5/2*4+10/6/7+2*10+5
[345번 결과 수신]: 234.68166666666667
[355번 수식 전송]: 7/2+2/8+3-6-8+1-2*10-2+2+7/1+10*10+10*3+2/7/5+9-7*1+9/10+5/4*5-9
[346번 결과 수신]: -79.0031746031746
[356번 수식 전송]: 7*6/2+4-2-5/3*9*8+2*9*1+4+5+6*5+8-6/10/6-4/8-5/7+1*8+6-5*1*6+8-4/6-5+9+9+4/8
[347번 결과 수신]: 377.03253968253966
[357번 수식 전송]: 6+4*5/2/4/10+6+3*7/1
[358번 수식 전송]: 1/4/8-5/9+7+10+10*5*3*1+10/6+7*1-3-9*9-4/4-7*2-1-8+5-10/10-10/3/9*7+3/5*1-6/10-10+3+1+4+2
[359번 수식 전송]: 9+8+9-8-8/9-8+4/1-3-4/9+4+8-8-1-4/1-8+2-7*9/7-4*8*3-8-8+9/5*4/7-4*2
[348번 결과 수신]: 350.9163888888889
[360번 수식 전송]: 7/4+1-2/3+9/2/7-2+2-4-3+6-5+8*5+5-5-7/2/8/3*3*4-9*8+10/2*1*9-9
[361번 수식 전송]: 10-2-10*8+5-6/8-8+7/4-1-1
[349번 결과 수신]: -107.75
[362번 수식 전송]: 10+8*3/6+5/4/6*6+5-1/4/7*3+4*3
[350번 결과 수신]: 432.1388888888889
[363번 수식 전송]: 3+8/4/5/3-5*3+4+7-6+6/7*5/4/9-9*6/5/2/10*8/4-1+9+4/9-5/4/1-9/6/6/2+9
[351번 결과 수신]: 55.98888888888888
[364번 수식 전송]: 5/9*7+9-4*6*6*2*1+3+3-4*2-10-1+7-1/9-5
[352번 결과 수신]: -43.74285714285714
[365번 수식 전송]: 5+5-1/4*1*9/10*2+5-2/6+7-8*2-9/8/3-4-5*2/9/9-7/4-3+8*4/8*8*9/2-10*4/2+8+8/1*2/1*8/4+10*3+7/6*7-3+7+9-8
[353번 결과 수신]: -438.95
[366번 수식 전송]: 2-2*2/6-1+4+8/9-8/4+4-4+5*7/6+2+3/6+7-10-2/2/9*3*3*7*6-9+7
[354번 결과 수신]: 13.960317460317459
[367번 수식 전송]: 1+8/6-9-7*2-5+2-6/8+8-10*1/7-10-10
[355번 결과 수신]: 110.95714285714287
[368번 수식 전송]: 10+9-3/7*9+8*1*3-9-4*8-4*4*10-8-7/9+6/8/6+10*1*4/3/5*7/2+2/9-3/5+2/1*7*2-3/5/8+5
[356번 결과 수신]: -28.48095238095238
[369번 수식 전송]: 8*5-6-5+10/10+2-9/4-10*9-2-9-1-4*10-2*10*7*4-2-1/1/1+1/8/10-2+2/1/6-9-6+3/3-2+2-4
[357번 결과 수신]: 33.25
[370번 수식 전송]: 9/2*10*8/5+10-7-10-10-2+5-6+1*8-7-2*2+7+8/8-5*7+5+2-5/9-1/8-9*8-9/10-2*4/5-3*9-5-10*1+7*4-1*5*3*6-7*9*9
[358번 결과 수신]: 68.54976851851852
[371번 수식 전송]: 8+3+2/4*3-10-2*7*5-7/5-3-7-8-1-6/2+10+10
[359번 결과 수신]: -125.30476190476192
[372번 수식 전송]: 3-1/8-1-3+8+10+8*1+4/7+5-6/6/4*3*8/8*7-6*1+10-10*6+2/7+6*2+2+8+8-5*5-7/4+9+9/10-4-5-5/9*9*3-10*1+5+6+10-6
[360번 결과 수신]: -1.0238095238095255
[373번 수식 전송]: 4/9+5+7+1*1-4-6/1+8-3*4-2/6+6+5*8+3*4-1*6-9-3
[361번 결과 수신]: -76.0
[362번 결과 수신]: 32.14285714285714
[374번 수식 전송]: 5/1-3*9*1+8*1-9*3*5+5/5+1+5-7*3+4
[375번 수식 전송]: 10*9+8*2+5-7+2-2/3-10+10/1+7+8/4*6/8-1/1*6-3+4*3+2/8+9/10
[363번 결과 수신]: 8.241825396825396
[376번 수식 전송]: 7+4+7/2+5-10/3+4-8/6-1-1/6+5-6-2/10/4-6+1-1-9*1/9-7+3*10+9-10/8*3/5+2+1
[364번 결과 수신]: -286.2222222222222
[365번 결과 수신]: 203.13487654320986
[377번 수식 전송]: 7*4*7*8/7-4+8+1/1-4*3/2-7*1*5*10*5-7+9-7+6/9*5-3-10-2+8*2*2/8+7+2-7+1-6-8+6-10-6
[366번 결과 수신]: -35.44444444444444
[378번 수식 전송]: 2-9/9-9*6+1-8-10-8+6*9*10-5/9+10+8-2*8-3+10-2-2/1*6/6*4+6+8+9-9-4+2/8/8-8*8+2/7+3+9-8-1-1+5+1-1/3/3-1*3
[367번 결과 수신]: -37.845238095238095
[379번 수식 전송]: 1/2*8/5-3/9+10+6-4+1+2-5*3*6
[368번 결과 수신]: -128.62936507936504
[380번 수식 전송]: 4*8/10+4*6-6+4*8+3+4*3/3+2/4*7
[369번 결과 수신]: -694.9041666666666
[381번 수식 전송]: 2+7*5+8+2+7-3/1*9+7/10+10+10/7/1
[370번 결과 수신]: -717.1805555555555
[382번 수식 전송]: 6*5-7+7*1-9+6-1+10-7/5-6*10*6-4/3*9-2*5-6*2-2*6+2*4*8/8-8*10/4-7-1/3*1-3/5-3/4*10-8*8+3/2-2*6*9*6*10+2+5
[371번 결과 수신]: -70.9
[383번 수식 전송]: 10/8-5+2*8+6/1-9-5+8/7/3-7*3
[372번 결과 수신]: -36.36785714285715
[384번 수식 전송]: 8+9-10-5+3*4*10+3/3+8/8/10+2/6-5-6*1-5-9*2+9/2*9
[373번 결과 수신]: 39.111111111111114
[385번 수식 전송]: 2/9-9+3+4*4/10*8*2*5/10/7/9*1-8/7+9+5+8/5/2+7+10*10*5*4/5-4+4-10+8-2-5*4-3-9+3/2-10+5+1*2+5-10/7/7-1-8-7/4
[374번 결과 수신]: -159.0
[386번 수식 전송]: 4/2-2*5*3-1/8-4*5*7-1/5-4/2/10*9+2*4-9-6-8+5*1-8+2*5+7/8/4*10+4
[375번 결과 수신]: 117.98333333333333
[387번 수식 전송]: 2*6+10-3+9/2-4/10/6-8-4+1+1+2+2-3*1+1+10+3-8/4*2+9/8-3*9-9-7-5+10-5+10-10-3/2+10*8*1+10+3*1/5
[376번 결과 수신]: 43.86666666666667
[388번 수식 전송]: 9*4/7-7*8/4*8+10-4*5*1-1/1/2/5-1-2+5-9+6-7/10*5+6/5-6+5+7
[377번 결과 수신]: -1560.6666666666667
[389번 수식 전송]: 10*3+5*8*8+1*9*1+7*6+5/5*1*9*8/5-4+2/1+8-8*5*7-7-3*8-6/10*3/1-5/3+4-1-10+8+4-1+2/7*6-5/7/6
[378번 결과 수신]: 411.65029761904765
[390번 수식 전송]: 2*5+4+1*2-8/6/9+6+3+1-4-3*7-3+5/7/3*4*7*9*4
[379번 결과 수신]: -74.53333333333333
[391번 수식 전송]: 2/6+4*9-10-5-3/3+2/4/6/4*6-4+4-8+7/9*4-7/6*4/9/6/7-1/4/1
[380번 결과 수신]: 63.7
[392번 수식 전송]: 5-5*9/4*7*3/9*10*1+4*7
[381번 결과 수신]: 39.12857142857143
[393번 수식 전송]: 8+9+7/5*8*6-5/6-9/4-3*5/9*9*6+3-3-3-6-4-9/8
[382번 결과 수신]: -6934.333333333333
[394번 수식 전송]: 2*1-7*4+2/10+8*2-1/3/9*8-3/8/6+3/2*9+6+3/8-8*1*6/7/3/10+9*5/3*7*4*4/6-7/4*2*1*9*1*4+8+1*2-3
[383번 결과 수신]: -16.36904761904762
[395번 수식 전송]: 6-5-3/6/9-2*1+2/9+6/3/4-4*10/7*3+2*6/6*1+1-6*2-2-9*5/5+10+4-4+4-5*5+1*10*10-7/6/10*3-5/1/10-7*8-4*5/7+10
[384번 결과 수신]: 129.93333333333334
[396번 수식 전송]: 2/5-2/6*3*7-4/2/10/7*4/2-9/7*1+9*8+5/1+8*9/10+2-3-1/8
[385번 결과 수신]: 371.6284580498866
[386번 결과 수신]: -171.9375
[397번 수식 전송]: 8+9+2-4-6*1-4-1*7+4/6-7/1*3*7*9/4-5+2/3-3*4-2/2-2/10-2*7/8+7-10+5/8*3
[398번 수식 전송]: 5+9*6-6/4/4-9+8+7/9+3-6+5-2-3+3/8/10*10/4-10+1*7/8+5-7+2*5-8/4-8/4/2/4/4-9+7+8/3*6+2+4*5*6
[387번 결과 수신]: 71.65833333333333
[399번 수식 전송]: 2*6-1/5*6-4-7/9-5*4*7-9
[388번 결과 수신]: -114.25714285714285
[400번 수식 전송]: 3*3*5+4/7/6/8-7/8-6+8+3*1+1/4/1-6*6+7-6/4
[389번 결과 수신]: 112.5285714285714
[390번 결과 수신]: 237.85185185185185
[401번 수식 전송]: 8*8*3*1/4-2/10*1/9/10/7/9+8/10-9*1-9/7/3-7+3-10+4/1/8/1-9+4*3+7*6/2+7-2+9*2/9+2-3-5/7*5*1-8
[391번 결과 수신]: 15.307098765432102
[402번 수식 전송]: 9*3/10*10+1-8*4*4*4+5+10*1/5/4+10+8+4*7-6-7+7/4
[392번 결과 수신]: -229.5
[403번 수식 전송]: 2/1/8/6+2*6*5*2+7-2/2*4*9/4*4/2+5/6+7+4+6*2-3*1
[393번 결과 수신]: -23.00833333333334
[404번 수식 전송]: 10+7/6+6+4-10+8/2-6-6*3-10*5*1/6*10+2*6*10/9/10*2+3-7-2+5+10-1-6-7*2
[394번 결과 수신]: 170.48763227513228
[405번 수식 전송]: 5-1/10/2+3+8+10-1-5/9/7+7
[395번 결과 수신]: 1.8166666666666664
[406번 수식 전송]: 2+8-5-4*2*7/4*8/4*10*8+5*9+2-10*1*6+5-7*6+4*5
[396번 결과 수신]: 75.13214285714287
[407번 수식 전송]: 2*10+3-5-3+1*2*2/3-9-1+8-9*5*9/8-4*7/3/6*10*7/10/5-8/1/7*3*8-9
[397번 결과 수신]: -352.4916666666666
[408번 수식 전송]: 2-10+5-9-3+4/5/3*9/10*9
[409번 수식 전송]: 7-3*6+4/9/6+3-10+8/3-5+8*7-10*8*1/6-4/2-3-9-1-3*3-4*1*8*10-3*4+9+3*10-7-6-4+9
[398번 결과 수신]: 188.30902777777777
[399번 결과 수신]: -142.9777777777778
[410번 수식 전송]: 3/8/7*10-2/5/3*7*3-10+4/6-5/5*7+7+6*9*2/8-6/8*10-2*1-8-6-9*3
[400번 결과 수신]: 18.88690476190476
[411번 수식 전송]: 1*9*8-6/10+1/3/7/1+8*3*8/3+9*8/2-7+1/1/8-4/10-4+4*2+5+7*6/7/3*9-8*10-5-4
[401번 결과 수신]: 44.29996472663139
[412번 수식 전송]: 9+2+5/1/9/6-1-5*7+3-4/3*2-7/3/7-8*7/4*2/4+6+6/5+4/8-8*4*1-3*1*4+10-4/2
[413번 수식 전송]: 4*2+3*2/3/10+1/2-9*4/5
[402번 결과 수신]: -443.75
[414번 수식 전송]: 2*2+4*5+10/6+10*2+4+5/5-1*6*5+2*7*10-4*3*3+5-8/10-2*6+7+7/10*1*5+7+4/1-1+2-10*3-1+2*3*10-9-1
[403번 결과 수신]: 129.875
[404번 결과 수신]: -101.50000000000001
[415번 수식 전송]: 5*10*7/6+10-3/9-7+1-4+5-8-8-4/10-1/3*2+3-7
[405번 결과 수신]: 31.87063492063492
[416번 수식 전송]: 4+9+6-1-6*2/3*9*9-10/7/7*2+8-7*3/4-6-8/3-6-4-6/3-5/9*6
[406번 결과 수신]: -2265.0
[417번 수식 전송]: 9-3*2+6+5-7-1*10+9*9+7+6-5*8/7/2/3-6*5+9*6/5-5/9/10/5/9+2/7/5+4+5*9-5-2/3-6+1-10/4
[407번 결과 수신]: -74.89801587301588
[418번 수식 전송]: 5+5*10-6/7+8-5-7-5/8+5/7-9+8+10*1/6/5+2+1
[408번 결과 수신]: -12.84
[419번 수식 전송]: 5+6/9-5/9*3+4+8-3+5-9*1*3*2-3-3/2*10+6-3-7*6+9*4*8+6
[409번 결과 수신]: -302.5925925925926
[420번 수식 전송]: 10*7-1*2/1*3/9*8*2+2*2/10+4-7-9-4+5*5-9-10/7
[410번 결과 수신]: -48.59761904761905
[421번 수식 전송]: 9+10*2+7/10+8*6-9*7+10/6+2+2-4*4*5*2
[411번 결과 수신]: 102.17261904761907
[422번 수식 전송]: 2-3-4-2/1-2+6-9+1-2+3/5/7/10+2+3-6*10*3+9+1*6-7+3/2+10/3-7-10+1+8/2
[412번 결과 수신]: -60.2074074074074
[423번 수식 전송]: 1/7-4/8+10-3-4/1-2/10*6/10*7*9/7/5+4/1*1
[413번 결과 수신]: 1.4999999999999991
[424번 수식 전송]: 5*7-1/5*1+7-10-1/4-5+8-7+2*4*9/2*1/5-9/10*8+4+4/9+7-9*9-2-4-1+10/5+10-3-3*7/7+5/4/6/7+6*8+10-6+9+7
[414번 결과 수신]: 158.36666666666667
[425번 수식 전송]: 1-7-8+3+1*6*7-10*3/9*2-5-3-5+1/7*8/9*1*7*1-8-6-5-2
[415번 결과 수신]: 41.93333333333335
[426번 수식 전송]: 1+4*8*6+3/1*1+3/5*3/4*8*4/9/10+7+1*6*5+8+7/3+7/4+2+9*5+7-10+8
[416번 결과 수신]: -327.65816326530614
[427번 수식 전송]: 9-4+4/6+8-10+6+6-1-1*4+9-2/7+7+5+4-2+3-8+10-6/1/6-9+2+6*9+2+10/3+9-7/3+1+1
[417번 결과 수신]: 106.736860670194
[428번 수식 전송]: 10-5+4/10*5+2/10+9+2-4-10/6*7*10-8-1*10/10/10+10-4/4*2+10-4/8+5*3*2-7/10*10*6+6+1/10-9-5+7
[418번 결과 수신]: 52.5654761904762
[429번 수식 전송]: 3+10*2/10*7/7/1*1-10/1-8/8/7*1*1+10/2+8+2*9-1*7*6/7+8-10-3*4/1-7/10-2-8/1-6-3*6/5-1/7/10/9
[419번 결과 수신]: 201.0
[430번 수식 전송]: 10/6-7*4-7*4-10+8-1-4-8-4-2/5*3/10-8*5*7
[420번 결과 수신]: 58.304761904761904
[431번 수식 전송]: 3+2-8+3+5*3*1-6+4/7/8/10/1*4-3/6*10*9*8*6-7+6-2+7*5
[421번 결과 수신]: -139.63333333333333
[432번 수식 전송]: 5/5-7*3/8+7*6/2/6*1*9*10*5/9-5-3/8+5+9*3*8-5/6/9-9-3/2-7+8/7*9/5*8+5+6-9-7*4/9-9-4*1*7
[422번 결과 수신]: -187.15809523809523
[433번 수식 전송]: 7/8+2+9+10-9-5-1-10+3/7/10/2/5/5-1*7-10*2-4+1*2/1+5/6*8*9-1-3/6/3*8+4/5+8*2*4+8/4+8-10-10*5/5/6/8+7
[423번 결과 수신]: 6.426857142857142
[434번 수식 전송]: 3*3-8-7/3-10*9/9*4+9*9/2+4-4*4*4+2+8/8+8-4/8/5*7-7+8*8/1*5
[424번 결과 수신]: 25.024206349206345
[435번 수식 전송]: 5+1-1*4/8*7+9+2-7*8-7/8-10-10/6-6-2/1+4+3/10
[425번 결과 수신]: -8.777777777777779
[436번 수식 전송]: 3/7*5+4/9-8+2+6+10-4-8-8*5/1+5+4*10-6+10*1*6+7/5+7-4
[426번 결과 수신]: 297.24333333333334
[437번 수식 전송]: 1-5+2-6-6*9-10+4-2*3*10/5*6-2*9/4/1*4/4+6/3+8-10+1/4*6/9*9+8/3*1-9/1+7-5/8+4+9*3+2*2*2+7/7
[427번 결과 수신]: 98.38095238095238
[438번 수식 전송]: 9+4/10-8-5-3/2/1-7/10+2/8/10-5*4-7
[428번 결과 수신]: -105.96666666666668
[439번 수식 전송]: 7-4*4+7+3+9-5/6/6+4/5/10-8+5-3*4*4-1/9+3/4-2*7/2-8+10-7-4
[429번 결과 수신]: -14.444444444444443
[440번 수식 전송]: 7+2+5/7-3/4/4/5/8+4*3/4/2-3-3*8+5*10*6/10*9/4-8*7*2/7/9-8+3-3-3/8/6+10/8*3+1*6/9-4-7-8-4+3+10-1+6+8
[430번 결과 수신]: -353.4533333333333
[441번 수식 전송]: 8+2/9-4/10/3+6+4*4-2+3/9-4*7-2-3-1*7+8/8-6*3-6+5+9/6*5*8
[431번 결과 수신]: -2118.9714285714285
[442번 수식 전송]: 4*2/1-7/7/4*6+6-7-10/10-10*7+1+3
[432번 결과 수신]: 349.75343915343916
[443번 수식 전송]: 3/6*9*9*2-5/9*10-10+10*3/2/4+9
[433번 결과 수신]: 97.13419047619048
[444번 수식 전송]: 3/3-6-7/8-2/7/5*4+9
[434번 결과 수신]: 262.46666666666664
[445번 수식 전송]: 9-3-10-1-3+10*7*10+5/8+2*5/9-1/3*9
[435번 결과 수신]: -58.74166666666667
[446번 수식 전송]: 1*3-6+10-6/10-1+5-3+5/6+5+7-1+10+5/4/9/3/3-6*6
[436번 결과 수신]: 63.98730158730159
[447번 수식 전송]: 9-2/6-4*3-5-3+4+8*10+10-8-9*9/3+9+8/10*3/2+6*7+3-9-3+3*4+8+2-10-2+4-6/9*6+7+9/4*10-6+8*1*10/2-5*6/5
[437번 결과 수신]: -102.95833333333334
[448번 수식 전송]: 9*7/10-9+10+9/7-8-1-9+9-2+2+9+3/2-2*1*3+2/3/6*5/8+4+1-9*10+10*2/4-3-3+8
[438번 결과 수신]: -32.775
[439번 결과 수신]: -56.42
[449번 수식 전송]: 5*3+8*9/7+3-1+8+5*9-6
[440번 결과 수신]: 49.2859871031746
[450번 수식 전송]: 7/1*2/3-3*7/6+6*7-4/2*8-7/2/6/1*2*2+5-5-3/5+4*8-10/2-3*4/6-8/5*1*2/1+3/5/5+1/6/8+8/9*2*1/6/5
[451번 수식 전송]: 2/4-5*3+2/9-10/2-7/9+3-2-2*8-1+9-5*5-10+4-5+10-8+7*3-5*2-9/9-3-2-5-5/5*7-8+7*4-5+6+7/7+8-2/9-7+10/10
[441번 결과 수신]: 30.422222222222217
[452번 수식 전송]: 6/9*4/5/3-3+10*7*6/4*5+2+5-4*1/3+4*4*7-5-5/1-3/6*7+6+4*3+2*8/5/8-4-5/8/10-7*8/2-8-9-8+7-7-6*6*8*10
[442번 결과 수신]: -61.5
[443번 결과 수신]: 78.19444444444444
[453번 수식 전송]: 4/2-3+10+7+6*3-1/5/5/2/9*9*8*3/8/5*3+4*5/8*5/2+3+6-7-1/2/1+7*4*6*5
[444번 결과 수신]: 2.8964285714285714
[454번 수식 전송]: 9-1*2-1-2-5*9*5/7-4-8+6+3-10*2-8*10-8/8/2-10-7+4/5+6+4+5+7+6-5/10-9/5*8+6/8+6+3*1*7+6-6+6*6*6/9
[445번 결과 수신]: 690.7361111111111
[455번 수식 전송]: 10-5*1/3/6+8*1-2*4*5*8/2/9+5+7+7-3
[446번 결과 수신]: -6.751234567901232
[456번 수식 전송]: 3*7+1-1-5+1/7+4*7*8*9-8-3*6*6+8/2/6-2-8-8+9/1+5-6*9/9-3/7*7/3*2+4/4+5-9*2-3-5+2*6*5/10+7/4+7-7/7/10*3
[447번 결과 수신]: 158.36666666666667
[457번 수식 전송]: 8-2-9/1*4-5*4+1+3*8/2/10-2+1-2-6/2/4+8/8+4-9-1/2*4*8/9
[448번 결과 수신]: -73.84484126984127
[458번 수식 전송]: 7/10/4+3*3+2+10-4*3*3+10-8*4+3+1/5*9-2-5/4-9/7-6-7+7/6+6+3+10+9+8
[449번 결과 수신]: 74.28571428571428
